"","codigo_emenda","numero_emenda","data_apresentacao","colegiado_apresentacao","descricao_turno","descricao_tipo_emenda","codigo_parlamentar","nome_parlamentar.x","nome_completo_parlamentar","sexo_parlamentar","forma_tratamento","url_foto_parlamentar","url_pagina_parlamentar","email_parlamentar","sigla_partido_parlamentar.x","uf_parlamentar","nome_parlamentar.y","sigla_partido_parlamentar.y","sigla_partido_parlamentar"
"585","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5537","Dário Berger","Dário Elias Berger","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537","sen.darioberger@senado.leg.br","MDB","SC","Dário Berger","MDB","MDB"
"586","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5973","Cid Gomes","Cid Ferreira Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973","sen.cidgomes@senado.leg.br","PDT","CE","Cid Gomes","PDT","PDT"
"587","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5718","Eliziane Gama","Eliziane Pereira Gama Melo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718","sen.elizianegama@senado.leg.br","CIDADANIA","MA","Eliziane Gama","CIDADANIA","CIDADANIA"
"588","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4981","Acir Gurgacz","Acir Marcos Gurgacz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4981","sen.acirgurgacz@senado.leg.br","PDT","RO","Acir Gurgacz","PDT","PDT"
"589","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5535","Telmário Mota","Telmário Mota de Oliveira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535","sen.telmariomota@senado.leg.br","PROS","RR","Telmário Mota","PROS","PROS"
"590","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5967","Angelo Coronel","Angelo Mario Coronel de Azevedo Martins","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5967","sen.angelocoronel@senado.leg.br","PSD","BA","Angelo Coronel","PSD","PSD"
"591","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5236","Reguffe","José Antônio Machado Reguffe","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236","reguffe@senador.leg.br","S/Partido","DF","Reguffe","PODEMOS","S/Partido"
"592","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"593","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5953","Fabiano Contarato","Fabiano Contarato","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953","sen.fabianocontarato@senado.leg.br","REDE","ES","Fabiano Contarato","REDE","REDE"
"594","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5959","Styvenson Valentim","Eann Styvenson Valentim Mendes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959","sen.styvensonvalentim@senado.leg.br","PODEMOS","RN","Styvenson Valentim","PODEMOS","PODEMOS"
"595","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5523","Otto Alencar","Otto Roberto Mendonça de Alencar","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523","sen.ottoalencar@senado.leg.br","PSD","BA","Otto Alencar","PSD","PSD"
"596","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5531","Elmano Férrer","Elmano Férrer de Almeida","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531","sen.elmanoferrer@senado.leg.br","PODEMOS","PI","Elmano Férrer","PODEMOS","PODEMOS"
"597","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5924","Oriovisto Guimarães","Oriovisto Guimaraes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924","sen.oriovistoguimaraes@senado.leg.br","PODEMOS","PR","Oriovisto Guimarães","PODEMOS","PODEMOS"
"598","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"599","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4560","Sérgio Petecão","Sérgio de Oliveira Cunha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560","sergio.petecao@senador.leg.br","PSD","AC","Sérgio Petecão","PSD","PSD"
"600","8006625","00503","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","751","Arolde de Oliveira","Arolde de Oliveira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/751","sen.aroldedeoliveira@senado.leg.br","PSD","RJ","Arolde de Oliveira","PSD","PSD"
"601","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5979","Leila Barros","Leila Gomes de Barros Rêgo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979","sen.leilabarros@senado.leg.br","PSB","DF","Leila Barros","PSB","PSB"
"602","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4981","Acir Gurgacz","Acir Marcos Gurgacz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4981","sen.acirgurgacz@senado.leg.br","PDT","RO","Acir Gurgacz","PDT","PDT"
"603","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5967","Angelo Coronel","Angelo Mario Coronel de Azevedo Martins","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5967","sen.angelocoronel@senado.leg.br","PSD","BA","Angelo Coronel","PSD","PSD"
"604","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5973","Cid Gomes","Cid Ferreira Gomes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5973.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5973","sen.cidgomes@senado.leg.br","PDT","CE","Cid Gomes","PDT","PDT"
"605","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5537","Dário Berger","Dário Elias Berger","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537","sen.darioberger@senado.leg.br","MDB","SC","Dário Berger","MDB","MDB"
"606","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5718","Eliziane Gama","Eliziane Pereira Gama Melo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718","sen.elizianegama@senado.leg.br","CIDADANIA","MA","Eliziane Gama","CIDADANIA","CIDADANIA"
"607","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5531","Elmano Férrer","Elmano Férrer de Almeida","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531","sen.elmanoferrer@senado.leg.br","PODEMOS","PI","Elmano Férrer","PODEMOS","PODEMOS"
"608","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5953","Fabiano Contarato","Fabiano Contarato","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953","sen.fabianocontarato@senado.leg.br","REDE","ES","Fabiano Contarato","REDE","REDE"
"609","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","345","Flávio Arns","Flávio José Arns","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/345","sen.flavioarns@senado.leg.br","REDE","PR","Flávio Arns","REDE","REDE"
"610","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5008","Humberto Costa","Humberto Sérgio Costa Lima","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008","sen.humbertocosta@senado.leg.br","PT","PE","Humberto Costa","PT","PT"
"611","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4770","Izalci Lucas","Izalci Lucas Ferreira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770","sen.izalcilucas@senado.leg.br","PSDB","DF","Izalci Lucas","PSDB","PSDB"
"612","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","581","Jaques Wagner","Jaques Wagner","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/581","sen.jaqueswagner@senado.leg.br","PT","BA","Jaques Wagner","PT","PT"
"613","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"614","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"615","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5926","Lucas Barreto","Luiz Cantuária Barreto","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926","sen.lucasbarreto@senado.leg.br","PSD","AP","Lucas Barreto","PSD","PSD"
"616","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5924","Oriovisto Guimarães","Oriovisto Guimaraes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924","sen.oriovistoguimaraes@senado.leg.br","PODEMOS","PR","Oriovisto Guimarães","PODEMOS","PODEMOS"
"617","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5523","Otto Alencar","Otto Roberto Mendonça de Alencar","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523","sen.ottoalencar@senado.leg.br","PSD","BA","Otto Alencar","PSD","PSD"
"618","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","825","Paulo Paim","Paulo Renato Paim","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/825","sen.paulopaim@senado.leg.br","PT","RS","Paulo Paim","PT","PT"
"619","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","374","Paulo Rocha","Paulo Roberto Galvão da Rocha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/374","sen.paulorocha@senado.leg.br","PT","PA","Paulo Rocha","PT","PT"
"620","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5502","Plínio Valério","Francisco Plínio Valério Tomaz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502","sen.pliniovalerio@senado.leg.br","PSDB","AM","Plínio Valério","PSDB","PSDB"
"621","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5012","Randolfe Rodrigues","Randolph Frederich Rodrigues Alves","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012","sen.randolferodrigues@senado.leg.br","REDE","AP","Randolfe Rodrigues","REDE","REDE"
"622","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5236","Reguffe","José Antônio Machado Reguffe","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236","reguffe@senador.leg.br","S/Partido","DF","Reguffe","PODEMOS","S/Partido"
"623","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4560","Sérgio Petecão","Sérgio de Oliveira Cunha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560","sergio.petecao@senador.leg.br","PSD","AC","Sérgio Petecão","PSD","PSD"
"624","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5959","Styvenson Valentim","Eann Styvenson Valentim Mendes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959","sen.styvensonvalentim@senado.leg.br","PODEMOS","RN","Styvenson Valentim","PODEMOS","PODEMOS"
"625","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5535","Telmário Mota","Telmário Mota de Oliveira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535","sen.telmariomota@senado.leg.br","PROS","RR","Telmário Mota","PROS","PROS"
"626","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5411","Weverton","Weverton Rocha Marques de Sousa","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411","sen.wevertonrocha@senado.leg.br","PDT","MA","Weverton","PDT","PDT"
"627","8006703","00504","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5783","Zenaide Maia","Zenaide Maia Calado Pereira dos Santos","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783","sen.zenaidemaia@senado.leg.br","PROS","RN","Zenaide Maia","PROS","PROS"
"628","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5502","Plínio Valério","Francisco Plínio Valério Tomaz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502","sen.pliniovalerio@senado.leg.br","PSDB","AM","Plínio Valério","PSDB","PSDB"
"629","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","825","Paulo Paim","Paulo Renato Paim","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/825","sen.paulopaim@senado.leg.br","PT","RS","Paulo Paim","PT","PT"
"630","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5008","Humberto Costa","Humberto Sérgio Costa Lima","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008","sen.humbertocosta@senado.leg.br","PT","PE","Humberto Costa","PT","PT"
"631","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5748","Veneziano Vital do Rêgo","Veneziano Vital do Rêgo Segundo Neto","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748","sen.venezianovitaldorego@senado.leg.br","PSB","PB","Veneziano Vital do Rêgo","PSB","PSB"
"632","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5959","Styvenson Valentim","Eann Styvenson Valentim Mendes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959","sen.styvensonvalentim@senado.leg.br","PODEMOS","RN","Styvenson Valentim","PODEMOS","PODEMOS"
"633","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5523","Otto Alencar","Otto Roberto Mendonça de Alencar","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523","sen.ottoalencar@senado.leg.br","PSD","BA","Otto Alencar","PSD","PSD"
"634","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5953","Fabiano Contarato","Fabiano Contarato","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953","sen.fabianocontarato@senado.leg.br","REDE","ES","Fabiano Contarato","REDE","REDE"
"635","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5924","Oriovisto Guimarães","Oriovisto Guimaraes","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924","sen.oriovistoguimaraes@senado.leg.br","PODEMOS","PR","Oriovisto Guimarães","PODEMOS","PODEMOS"
"636","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5531","Elmano Férrer","Elmano Férrer de Almeida","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531","sen.elmanoferrer@senado.leg.br","PODEMOS","PI","Elmano Férrer","PODEMOS","PODEMOS"
"637","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5236","Reguffe","José Antônio Machado Reguffe","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236","reguffe@senador.leg.br","S/Partido","DF","Reguffe","PODEMOS","S/Partido"
"638","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","945","Alvaro Dias","Alvaro Fernandes Dias","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/945","sen.alvarodias@senado.leg.br","PODEMOS","PR","Alvaro Dias","PODEMOS","PODEMOS"
"639","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5537","Dário Berger","Dário Elias Berger","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537","sen.darioberger@senado.leg.br","MDB","SC","Dário Berger","MDB","MDB"
"640","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5942","Marcos do Val","Marcos Ribeiro do Val","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5942","sen.marcosdoval@senado.leg.br","PODEMOS","ES","Marcos do Val","PODEMOS","PODEMOS"
"641","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4531","Jayme Campos","Jayme Veríssimo de Campos","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531","Sen.JaymeCampos@senado.leg.br","DEM","MT","Jayme Campos","DEM","DEM"
"642","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","3361","José Maranhão","José Targino Maranhão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361","sen.josemaranhao@senado.leg.br","MDB","PB","José Maranhão","MDB","MDB"
"643","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5533","Lasier Martins","Lasier Costa Martins","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533","sen.lasiermartins@senado.leg.br","PODEMOS","RS","Lasier Martins","PODEMOS","PODEMOS"
"644","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5998","Daniella Ribeiro","Daniella Velloso Borges Ribeiro","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998","sen.daniellaribeiro@senado.leg.br","PP","PB","Daniella Ribeiro","PP","PP"
"645","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5982","Alessandro Vieira","Alessandro Vieira","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5982","sen.alessandrovieira@senado.leg.br","CIDADANIA","SE","Alessandro Vieira","CIDADANIA","CIDADANIA"
"646","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5783","Zenaide Maia","Zenaide Maia Calado Pereira dos Santos","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783","sen.zenaidemaia@senado.leg.br","PROS","RN","Zenaide Maia","PROS","PROS"
"647","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","4560","Sérgio Petecão","Sérgio de Oliveira Cunha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560","sergio.petecao@senador.leg.br","PSD","AC","Sérgio Petecão","PSD","PSD"
"648","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5976","Eduardo Girão","Luis Eduardo Grangeiro Girão","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976","sen.eduardogirao@senado.leg.br","PODEMOS","CE","Eduardo Girão","PODEMOS","PODEMOS"
"649","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","374","Paulo Rocha","Paulo Roberto Galvão da Rocha","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/374","sen.paulorocha@senado.leg.br","PT","PA","Paulo Rocha","PT","PT"
"650","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5895","Jorge Kajuru","Jorge Kajuru Reis da Costa Nasser","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895","sen.jorgekajuru@senado.leg.br","PATRIOTA","GO","Jorge Kajuru","CIDADANIA","PATRIOTA"
"651","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5525","Omar Aziz","Omar José Abdel Aziz","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525","sen.omaraziz@senado.leg.br","PSD","AM","Omar Aziz","PSD","PSD"
"652","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5926","Lucas Barreto","Luiz Cantuária Barreto","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926","sen.lucasbarreto@senado.leg.br","PSD","AP","Lucas Barreto","PSD","PSD"
"653","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5350","Jorginho Mello","Jorginho dos Santos Mello","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5350","sen.jorginhomello@senado.leg.br","PL","SC","Jorginho Mello","PL","PL"
"654","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5979","Leila Barros","Leila Gomes de Barros Rêgo","Feminino","Senadora","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979","sen.leilabarros@senado.leg.br","PSB","DF","Leila Barros","PSB","PSB"
"655","8006725","00505","2019-09-11","PLEN","PRIMEIRO","EMENDA_PARCIAL","5899","Vanderlan Cardoso","Vanderlan Vieira Cardoso","Masculino","Senador","http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg","http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899","sen.vanderlancardoso@senado.leg.br","PP","GO","Vanderlan Cardoso","PP","PP"
